"coffee"|"company"|"rating"|"city"|"state"|"origin"|"origin_country"|"region"|"roast"|"description"
"Bali Kintamani"|"Magnolia Coffee Company"|"91"|"Charlotte"|"North Carolina"|"Central Bali, Indonesia"|"Indonesia"|"Asia_Indonesia"|"Medium-Light"|"Deep, sweet, richly fermenty. Blueberry and blackberry, dark chocolate, Bourbon whisky and carnal, sweetly heavy floral notes in aroma and cup. Round, backgrounded acidity; heavy mouthfeel. The finish is richly resonant with an edgy overripe fruit."
"Kenya Nyeri Tambaya AA"|"ChocolaTAY"|"95"|"Taichung City"|"Taiwan"|"Nyeri growing region, south-central Kenya"|"Kenya"|"Africa"|"Medium-Light"|"Deep, sweetly and richly bright. Honeysuckle, mulberry, black sage, a crisp hint of roasted cacao nib in aroma and cup. Brisk, delicately lively acidity; silky/syrupy mouthfeel. Flavor consolidates but persists in a rich, resonant finish."
"Ethiopia Sidamo Ardi Natural"|"Parisi Artisan Coffee"|"93"|"Kansas City"|"Missouri"|"Sidamo (also Sidama) growing region, southern Ethiopia"|"Ethiopia"|"Africa"|"Medium-Light"|"Sweet, complex, rich. Dark chocolate, honey, blueberry, hints of brandy and night-blooming flowers in aroma and cup. Plush, lively acidity; silky mouthfeel. Chocolate and flowers in particular carry into a resonant finish."
"Ethiopia Yirga Natural Bedhatu"|"Kakalove Cafe"|"94"|"Chia-Yi"|"Taiwan"|"Gedeo Zone, Yirgacheffe growing region, southern Ethiopia"|"Ethiopia"|"Africa"|"Light"|"Crisply exotic. Complex flowers running from honeysuckle to lavender, roasted cacao nib, orange, moist pipe tobacco in aroma and cup. Richly tart, floral-toned acidity; light but very silky mouthfeel. Deep, flavor-saturated finish."
"Ethiopia Moplaco Yirgacheffe"|"ChacolaTAY"|"94"|"Taichung City"|"Taiwan"|"Yirgacheffe growing region, south-central Ethiopia"|"Ethiopia"|"Africa"|"Medium-Light"|"Juicy, vivacious, with a bracing bittersweet edge. Almond, violets, kumquat, moist pipe tobacco in aroma and cup. Ripe, lively acidity; lightly but smoothly syrupy mouthfeel. Flavor saturates a very sweet-toned finish."
"Rwanda Kabirizi Washing Station"|"Parisi Artisan Coffee"|"91"|"Kansas City"|"Missouri"|"Nyamyumba region, Rwanda"|"Rwanda"|"Africa"|"Medium"|"Sweet-toned, soft, quietly distinctive. Brown sugar, vanilla, jasmine, a hint of blood orange in aroma and cup. Quietly juicy acidity; plush mouthfeel. Vanilla and brown sugar in particular carry into a rich finish."
"Guji Zone Ethiopia"|"Bird Rock Coffee Roasters"|"95"|"La Jolla"|"California"|"Guji Zone, Oromia Region, Sidama Province, Ethiopia"|"Ethiopia"|"Africa"|"Medium-Light"|"Crisply lush, extravagant. Dark chocolate, jasmine-like flowers, brandy, honey, layered fruit notes: kiwi, mango, banana. Sweetly tart, vivacious acidity; syrupy but lively mouthfeel. Long, resonant, flavor-saturated finish."
"Keynote Perennial Brew"|"Chromatic Coffee"|"91"|"San Jose"|"California"|"Sul de Minas growing region, southern Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium-Light"|"Sweetly pungent, gentle, balanced. Caramel, cedar, chocolate, plum, a hint of citrus in aroma and cup. Plushly soft acidity; smooth, lightly syrupy mouthfeel. Flavor consolidates in a crisp, sweet-toned finish."
"Colombia El Bado"|"Mr. Espresso"|"92"|"Oakland"|"California"|"Narino Department, southern Colombia"|"Colombia"|"South_America"|"Medium-Light"|"Crisply sweet, complete. Roasted cacao nib, orangy citrus, almond butter, honeysuckle, apricot in aroma and cup. Sweetly tart, juicy acidity; lightly but distinctly syrupy mouthfeel. Cacao and flowers in particular persist in a sweet finish."
"Colombian Monserrate B"|"Coda Coffee"|"92"|"Denver"|"Colorado"|"Huila Department, southwestern Colombia"|"Colombia"|"South_America"|"Medium-Light"|"Richly pungent, deeply floral. Molasses, vanilla, ripe plum, night-blooming flowers, a hint of savory-sweet spice in aroma and cup. Soft, gently crisp acidity; lightly syrupy mouthfeel. Crisply dry in the short finish; a floral sweetness blooms in the long."
"Colombia Tolima La Aldea"|"Papa Lin's Coffee Roasting"|"92"|"Yorktown Heights"|"New York"|"Tolima Department, central Colombia"|"Colombia"|"South_America"|"Medium-Light"|"Delicate, soft, silky. Honey, night-blooming flowers, cocoa butter, vanilla in aroma and cup. Gentle but lively, floral-toned acidity; buoyant, silky mouthfeel. Vanilla in particular carries into a quietly flavor-saturated finish."
"Colombia Finca Santa Maria Caturra"|"PT's Coffee Roasting Co."|"92"|"Topeka"|"Kansas"|"Narino Department, southern Colombia"|"Colombia"|"South_America"|"Medium-Light"|"Big, sweetly pungent. Fudgy chocolate, strawberry, lily-like flowers, fresh-cut cedar in aroma and cup. Rich, round, juicy acidity; full, syrupy mouthfeel. Flavor consolidates in a deep, chocolate-toned finish."
"Organic Colombia Fondo Paez Cooperative"|"Kickapoo Coffee Roasters"|"93"|"Driftless"|"Wisconsin"|"Valle del Cauca growing region, Colombia"|"Colombia"|"South_America"|"Medium-Light"|"Roundly and richly tart; lively. Orangy citrus, honeysuckle, honey, vanilla, a spicy hint of sandalwood in aroma and cup. Delicately juicy, bright acidity; very silky mouthfeel. Flavor consolidates in a resonant, sweet-toned finish."
"Colombia Huila Million Pesos Natural"|"Paradise Roasters"|"93"|"Ramsey"|"Minnesota"|"Huila Department, southwestern Colombia"|"Colombia"|"South_America"|"Medium-Light"|"Deep, pungent, juicy. Immense, sweet night-blooming flowers, molasses, dark chocolate, guava-like fruit, a hint of thyme. Rich, deeply nuanced acidity; lightly syrupy mouthfeel. Flavor consolidates but rings on in a resonant finish."
"Colombia San Agustin"|"Chromatic Coffee"|"93"|"San Jose"|"California"|"San Agustín growing region, Huila Department, southern Colombia"|"Colombia"|"South_America"|"Medium-Light"|"Deep, pungent, layered. Dark chocolate, molasses, narcissus-like flowers, peach, honeydew melon in aroma and cup. Round, gently rich acidity; lightly syrupy mouthfeel. Flowers and chocolate in particular carry into a long, sweet-toned, flavor-saturated finish."
"Colombia Finca Monte Verde, Gildardo Gutierrez"|"Sightglass Coffee"|"94"|"San Francisco"|"California"|"Herrera, Tolima Department, west-central Colombia"|"Colombia"|"South_America"|"Medium-Light"|"This deeply nuanced coffee requires patience to fully engage its originality and distinction. Sweet-savory in structure with honey, lilac, roasted cacao nib and ripe peach in aroma and cup. Plump, juicy acidity; an almost honeyish viscosity in the mouthfeel. Lilac, honey and cacao nib in particular carry into a long, flavor-saturated finish."
"Colombia Cerro Azul Enano"|"Equator Coffees & Teas"|"94"|"San Rafael"|"California"|"Valle del Cauca growing region, Colombia"|"Colombia"|"South_America"|"Medium-Light"|"Intensely floral, deeply complex. Rose- and lavender-like flowers, honey, cacao nib, apricot, a delicate hint of cashew in aroma and cup. Gently buoyant, lively acidity, light but very silky mouthfeel. Lavender and cashew in particular persist in a sweet-toned, balanced finish."
"Colombia Cerro Azul Geisha"|"Tony's Coffees & Teas"|"95"|"Bellingham"|"Washington"|"Valle del Cauca growing region, Colombia"|"Colombia"|"South_America"|"Medium"|"Intense yet delicate; crisp, graceful. A tightly layered, utterly pleasing fusion of lavender-like flowers, roasted cacao nib and a hint of blood orange carries with clarity and consistency from aroma through finish. Lyrical, animated acidity; light but silky, lively mouthfeel. The finish never seems to stop; the floral-cacao-citrus notes ring on and on."
"Rwanda Kabirizi FTO"|"Thirty-Thirty Coffee Co."|"91"|"Peoria"|"Illinois"|"Nyamyumba region, Rwanda"|"Rwanda"|"Africa"|"Medium-Light"|"Crisply sweet, quietly distinctive. Caramel, orange, vanilla, hazelnut in aroma and cup. Gently bright acidity; lightly syrupy mouthfeel. Flavor consolidates in a clean, sweet finish."
"Bufcafe Rwanda Espresso"|"JBC Coffee Roasters"|"91"|"Madison"|"Wisconsin"|"Rwanda"|"Rwanda"|"Africa"|"Medium"|"Evaluated as espresso. Deep, round, quietly complex. Banana, crisp dark chocolate, blood orange, flowers in aroma and small cup. Lightly but distinctly syrupy mouthfeel; citrus and chocolate carry into a gently rich finish. Flavor notes round but persist with some nuance in three parts milk."
"Ethiopia Amaro Gayo Dry Process"|"CQ Coffee Roasters"|"94"|"Bedford"|"New Hampshire"|"Amaro region, southern Ethiopia"|"Ethiopia"|"Africa"|"Medium-Light"|"Crisp, sweetly pungent, juicy. Roasted cacao nib, honeysuckle-like flowers, amaretto, cactus fruit, black cherry in aroma and cup. Lively, almost effervescent acidity; lightly syrupy mouthfeel. The cacao nib in particular carries into a sweet-toned, flavor-saturated finish."
"El Salvador Las Delicias Natural"|"Paradise Roasters"|"93"|"Ramsey"|"Minnesota"|"Apaneca-Ilamatepece Mountains, El Salvador"|"El_Salvador"|"CentralAmerica_Mexico"|"Light"|"Crisp, aromatic, whisky-toned. Raspberry and blueberry, honeysuckle and lavender, rye whisky, roasted cacao nib in aroma and cup. Gentle, rounded acidity; delicately syrupy mouthfeel. Flavor consolidates but lasts in a rich finish."
"Kenya Kikai"|"Mystic Monk Coffee"|"92"|"Clark"|"Wyoming"|"South-central Kenya"|"Kenya"|"Africa"|"Medium"|"Crisply pungent, complex in structure and aromatics. Fine balance of sweet, tartly dry and savory: dark chocolate, brown sugar, black currant, blackberry, a hint of white sage in aroma and cup. Brisk but juicy acidity; lightly syrupy mouthfeel. Balanced, gently rich short finish with some chocolate and molasses notes surviving in the long."
"Monk-Shot Kenya Kikai (K-Cup compatible)"|"Mystic Monk Coffee"|"90"|"Clark"|"Wyoming"|"South-central Kenya"|"Kenya"|"Africa"|"Medium"|"(As brewed in a Keurig B70 Platinum single-serve brewing device using a Keurig-compatible capsule to produce a 6-ounce serving): Sweet, silky, juicy. Caramel, blackberry, night-blooming flowers, a hint of fresh-cut cedar in aroma and cup. Delicately crisp acidity; the mouthfeel is light in weight but syrupy in texture. Flavor consolidates but gently persists in a sweet-toned, balanced finish."
"Ethiopia Sidamo"|"Wild Goose Coffee Roasters"|"92"|"Redlands"|"California"|"Sidamo growing region, southern Ethiopia"|"Ethiopia"|"Africa"|"Medium-Light"|"Deep, shifting complexity in aroma and cup: lavender, musk, bergamot, cinnamon, roasted cacao nib. Buoyant, melodic acidity; silky mouthfeel. Flowers in particular saturate a delicately rich, gently drying finish."
"Ethiopia Gedeo Yirgacheffe"|"Revel Coffee"|"94"|"Billings"|"Montana"|"Yirgacheffe growing region, south-central Ethiopia"|"Ethiopia"|"Africa"|"Light"|"Fruit notes are layered and shifting: tangerine, guava, strawberry, more, complicated by honeyish floral notes and a crisp, nutty roasted cacao nib. Juicy, lively acidity; silky mouthfeel. Flowers in particular saturate a long, resonant finish."
"Brazil Yellow Catuai Esperança Joao “Zinho” Souza"|"Ritual Coffee Roasters"|"91"|"San Francisco"|"California"|"Cerrado growing region, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Light"|"Delicate, soft, lively. Distinct honeysuckle-like flowers, apple, caramel, walnut, a hint of roasted cacao nib in aroma and cup. Gently crisp acidity; lightly plush mouthfeel. Sweet-toned, quietly flavor-saturated finish."
"Brazil Fazenda Furnas Natural"|"Papa Lin's Coffee Roasting"|"92"|"Yorktown Heights"|"New York"|"Carmo de Minas growing region, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium"|"Sweet, rich, slightly fermenty. Blueberry, chocolate, fresh-cut cedar, sweet narcissus-like flowers in aroma and cup. Round, gently rich acidity; syrupy mouthfeel. Flavor carries persuasively into a sweet-toned though slightly dry finish."
"Brazil Fazenda Sertaozinho"|"Linea Caffe S.F."|"92"|"San Francisco"|"California"|"Sao Sebastiao da Grama, Sao Paulo state, south-central Brazil"|"Brazil"|"South_America"|"Light"|"Sweetly and tartly pungent. Crisp roasted cacao nib, hazelnut, apricot, hints of honeysuckle and musk in aroma and cup. Roundly tart acidity; light, satiny mouthfeel. Sweet and chocolate-toned in the short finish; mildly drying in the long."
"Brazil Pedra Redonda"|"Roast Co. Artisan Coffees"|"92"|"Oakland"|"California"|"Matas de Minas growing region, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium-Light"|"Rich, deep, exotically pungent. Spicy, tea-rose-like flowers, roasted cacao nib, vanilla, tamarind, myrrh in aroma and cup. Round, quietly resonant acidity; lightly syrupy mouthfeel. The cacao-nib in particular carries into a sweet, richly drying finish."
"Brasil Carmo De Minas Fazenda Monte Verde Bourbon"|"Victrola Coffee Roasters"|"92"|"Seattle"|"Washington"|"Mantiqeiras de Minas growing region, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium"|"Resonant and complex from aroma through finish: roasted cacao nib, vanilla, apricot, hazelnut. Crisply bittersweet acidity; lightly syrupy mouthfeel. The long, deep, flavor-saturated finish is particularly impressive."
"Brazil Yellow Bourbon Laranjal Farms"|"Willoughby's Coffee & Tea"|"92"|"Branford"|"Connecticut"|"Pocos de Caldas, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium-Light"|"Sweet, delicately and crisply complex. Distinct rose-like floral notes, roasted cacao nib, caramel, roasted almond in aroma and cup. Gentle acidity; lightly silky mouthfeel. Flavor consolidates but carries persuasively into a quietly dry finish."
"Brazil Grota Funda"|"Ghost Town Coffee Roasters"|"92"|"Bozeman"|"Montana"|"Carmo de Minas growing region, Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Medium"|"Resonant, gently pungent. Raisin, peach, honey, sweet chocolate, a hint of fresh-cut fir in aroma and cup. Quiet, lively acidity; light though plush mouthfeel. Flavor consolidates in a round, richly drying finish."
"Brazil Bela Vista Micro-Lot"|"Equator Coffees & Teas"|"93"|"San Rafael"|"California"|"Dom Vicoso, Minas Gerais state, east-central Brazil"|"Brazil"|"South_America"|"Medium"|"Crisp, delicate but deep. Peach, milk chocolate, bergamot-like citrus, honeysuckle in aroma and cup. Gently bright, refined acidity; light, silky mouthfeel. Chocolate in particular carries into a gently rich finish."
"Brazil Leuven Santa Margarida Estate Lot 129"|"Chromatic Coffee"|"93"|"San Jose"|"California"|"Minas Gerais State, Brazil"|"Brazil"|"South_America"|"Light"|"Shifting, layered complexity. Roasted hazelnut, roasted cacao nib, vanilla, hints of Scotch whisky (the smoother Highland style), plumeria-like flowers, orangy citrus carry from aroma through finish. Round, soft acidity; full, syrupy mouthfeel."
"Rwanda Karongi Gitesi"|"CQ Coffee Roasters"|"94"|"Bedford"|"New Hampshire"|"Kirambo, Karongi District, Rwanda"|"Rwanda"|"Africa"|"Medium-Light"|"Savory-sweet, distinctive, intense. Dark chocolate, black currant, mulberry, floral vanilla, black sage in aroma and cup. Deeply and sweetly tart acidity; lightly syrupy mouthfeel. Sweet sage and berry in particular carry into a long, resonant finish."
"Gelgelu Adame Ethiopia Yirgacheffe Organic Natural Process"|"JBC Coffee Roasters"|"96"|"Madison"|"Wisconsin"|"Yirgacheffe growing region, south-central Ethiopia"|"Ethiopia"|"Africa"|"Light"|"Intense, lush, remarkable. Honey, lilac-like flowers, star fruit, roasted cacao nib, and a deep, grapey, brandy-like note in aroma and cup. Honey and flowers in particular carry into a sweet-toned, resonant finish."
"Taiwan Alishan Washed Sumatra Typica"|"Simon Hsieh's Aroma Roast Coffees"|"93"|"Taoyuan City"|"Taiwan"|"Taiwan"|"Taiwan"|"Asia_Indonesia"|"Medium"|"Richly and softly pungent. Dark honey, wisteria-like flowers, dark chocolate, sandalwood in aroma and cup. Soft but vibrant acidity; plush, lively mouthfeel. The finish consolidates around a deeply nuanced chocolate sensation."
"Regular Coffee"|"Regular Coffee"|"90"|"Grand Rapids"|"Michigan"|"Lengupá Province, central Colombia"|"Colombia"|"South_America"|"Medium-Light"|"Sweetly pungent, deep, big-bodied. Cherry, honey, dark chocolate, cedar in aroma and cup. Quiet, backgrounded acidity; full, syrupy mouthfeel. The chocolate note moves forward in a richly drying, sweet-toned finish."
"Regular Coffee Decaf"|"Regular Coffee"|"87"|"Grand Rapids"|"Michigan"|"Guatemala"|"Guatemala"|"CentralAmerica_Mexico"|"Medium-Dark"|"Fresh-cut pine, herb and a rounding hint of raisiny dark chocolate in aroma and cup. Muted, herby acidity; full, syrupy mouthfeel. Sweet-toned though simple finish."
"Sulawesi Tana Toraja Peaberry"|"Paradise Roasters"|"92"|"Ramsey"|"Minnesota"|"Toraja growing region, South Sulawesi, Indonesia"|"Indonesia"|"Asia_Indonesia"|"Light"|"Savory sweet, striking, unusual. Ripe tomato, vanilla, sweet flowers, orangy citrus, roasted cacao nib in aroma and cup. Delicate, sweetly brisk acidity; light, silky mouthfeel. Flavor consolidates in a sweet-toned, gently drying finish."
